task_id,solved_count,total_evals,train_conv_count,test_succ_count,solve_rate,train_conv_rate
292dd178,5,9,5,5,0.5555555555555556,0.5555555555555556
29700607,6,9,6,6,0.6666666666666666,0.6666666666666666
2a5f8217,6,9,6,6,0.6666666666666666,0.6666666666666666
2b01abd0,5,9,6,5,0.5555555555555556,0.6666666666666666
2c0b0aff,2,9,2,2,0.2222222222222222,0.2222222222222222
2c737e39,4,9,6,4,0.4444444444444444,0.6666666666666666
2f0c5170,4,9,4,4,0.4444444444444444,0.4444444444444444
310f3251,6,9,6,6,0.6666666666666666,0.6666666666666666
3194b014,6,9,6,8,0.6666666666666666,0.6666666666666666
319f2597,6,9,6,6,0.6666666666666666,0.6666666666666666
31adaf00,1,9,3,1,0.1111111111111111,0.3333333333333333
31d5ba1a,7,9,7,7,0.7777777777777778,0.7777777777777778
32e9702f,6,9,6,6,0.6666666666666666,0.6666666666666666
332efdb3,9,9,9,9,1.0,1.0
3391f8c0,3,9,3,3,0.3333333333333333,0.3333333333333333
33b52de3,4,9,4,4,0.4444444444444444,0.4444444444444444
3490cc26,2,9,2,2,0.2222222222222222,0.2222222222222222
34b99a2b,7,9,7,7,0.7777777777777778,0.7777777777777778
351d6448,0,9,6,0,0.0,0.6666666666666666
358ba94e,3,9,3,3,0.3333333333333333,0.3333333333333333
37d3e8b2,2,9,2,2,0.2222222222222222,0.2222222222222222
3979b1a8,5,9,5,5,0.5555555555555556,0.5555555555555556
3a301edc,4,9,4,4,0.4444444444444444,0.4444444444444444
3b4c2228,6,9,6,6,0.6666666666666666,0.6666666666666666
3d31c5b3,5,9,5,5,0.5555555555555556,0.5555555555555556
3ed85e70,0,9,1,0,0.0,0.1111111111111111
3ee1011a,6,9,6,6,0.6666666666666666,0.6666666666666666
3f23242b,6,9,6,6,0.6666666666666666,0.6666666666666666
40f6cd08,3,9,3,3,0.3333333333333333,0.3333333333333333
414297c0,4,9,4,4,0.4444444444444444,0.4444444444444444
423a55dc,6,9,6,6,0.6666666666666666,0.6666666666666666
