model,task_id,outcome_category,failure_type,success,sloc,raw_lines,char_count,valid_syntax,ast_nodes,ast_depth,num_loops,num_conditionals,num_functions,num_assignments,cyclomatic_complexity
gemini-3.1-flash-lite,2c737e39,both_failed,spurious_overfitting,False,43,73,2513,True,558,11,6,4,1,26,13
gemini-3.1-flash-lite,2f0c5170,both_failed,representation_ceiling,False,40,64,2619,True,525,14,7,4,1,21,14
gemini-3.1-flash-lite,310f3251,semantic_recovery,none,True,21,43,1842,True,296,13,9,2,1,7,12
gemini-3.1-flash-lite,3194b014,both_failed,representation_ceiling,False,33,58,2248,True,426,13,6,5,1,16,18
gemini-3.1-flash-lite,319f2597,both_failed,representation_ceiling,False,27,84,3745,True,382,12,8,5,1,8,18
gemini-3.1-flash-lite,31adaf00,both_failed,representation_ceiling,False,31,57,2461,True,332,13,9,6,1,9,18
gemini-3.1-flash-lite,31d5ba1a,semantic_recovery,none,True,40,50,1505,True,164,13,2,1,1,5,7
gemini-3.1-flash-lite,32e9702f,both_failed,representation_ceiling,False,13,21,718,True,161,11,2,1,1,7,4
gemini-3.1-flash-lite,332efdb3,both_correct,none,True,22,26,833,True,121,11,2,2,1,4,5
gemini-3.1-flash-lite,3391f8c0,both_failed,representation_ceiling,False,22,32,910,True,240,11,4,3,1,10,8
gemini-3.1-flash-lite,33b52de3,both_failed,representation_ceiling,False,20,40,1666,True,256,14,5,2,1,9,8
gemini-3.1-flash-lite,3490cc26,both_failed,representation_ceiling,False,58,82,3250,True,709,13,11,13,1,25,32
gemini-3.1-flash-lite,34b99a2b,semantic_recovery,none,True,28,39,1217,True,266,11,4,2,1,13,7
gemini-3.1-flash-lite,351d6448,both_failed,spurious_overfitting,False,45,75,2929,True,348,10,7,10,1,18,18
gemini-3.1-flash-lite,358ba94e,both_failed,representation_ceiling,False,34,57,2102,True,295,13,10,6,1,10,17
gemini-3.1-flash-lite,37d3e8b2,both_failed,representation_ceiling,False,43,64,2568,True,539,15,7,6,2,20,17
gemini-3.1-flash-lite,3979b1a8,both_failed,representation_ceiling,False,17,70,2143,True,274,11,8,0,1,7,9
gemini-3.1-flash-lite,3a301edc,both_failed,representation_ceiling,False,30,56,2317,True,378,11,6,8,1,15,18
gemini-3.1-flash-lite,3b4c2228,semantic_recovery,none,True,21,68,2044,True,240,13,2,4,2,10,8
gemini-3.1-flash-lite,3d31c5b3,semantic_recovery,none,True,19,46,1754,True,210,13,2,4,1,10,7
gemini-3.1-flash-lite,3ed85e70,both_failed,representation_ceiling,False,37,55,2084,True,464,13,8,8,1,15,24
gemini-3.1-flash-lite,3ee1011a,both_failed,representation_ceiling,False,45,67,2775,True,626,14,7,5,1,23,17
gemini-3.1-flash-lite,3f23242b,semantic_recovery,none,True,34,59,2200,True,495,14,6,17,1,16,24
gemini-3.1-flash-lite,40f6cd08,both_failed,representation_ceiling,False,52,74,3345,True,686,15,10,4,3,27,19
gemini-3.1-flash-lite,414297c0,both_failed,representation_ceiling,False,59,86,3488,True,694,15,9,5,2,28,18
gemini-3.1-flash-lite,423a55dc,semantic_recovery,none,True,27,45,1526,True,299,11,4,8,1,16,14
gemini-3.5-flash-lite,00576224,both_correct,none,True,14,24,609,True,108,8,0,0,1,5,1
gemini-3.5-flash-lite,009d5c81,semantic_recovery,none,True,26,41,1495,True,320,10,4,6,1,11,11
gemini-3.5-flash-lite,00dbd492,both_correct,none,True,36,118,6233,True,431,14,8,8,1,17,22
gemini-3.5-flash-lite,03560426,both_correct,none,True,42,107,5031,True,421,12,6,4,1,19,12
gemini-3.5-flash-lite,05a7bcf2,both_failed,representation_ceiling,False,60,79,3180,True,718,15,12,13,1,28,29
gemini-3.5-flash-lite,0607ce86,both_failed,representation_ceiling,False,98,147,6069,True,1033,12,13,21,1,46,35
gemini-3.5-flash-lite,0692e18c,semantic_recovery,none,True,15,196,15097,True,201,15,4,2,1,6,8
gemini-3.5-flash-lite,070dd51e,both_failed,representation_ceiling,False,43,49,1664,True,460,13,7,8,1,25,16
gemini-3.5-flash-lite,08573cc6,both_failed,spurious_overfitting,False,63,233,11636,True,717,10,2,7,1,8,15
gemini-3.5-flash-lite,0934a4d8,both_failed,representation_ceiling,False,27,39,1321,True,298,11,5,3,1,12,9
gemini-3.5-flash-lite,09c534e7,both_failed,representation_ceiling,False,44,150,9812,True,627,17,8,9,1,21,22
gemini-3.5-flash-lite,0a1d4ef5,both_failed,representation_ceiling,False,57,70,2545,True,606,14,5,8,1,23,17
gemini-3.5-flash-lite,0a2355a6,both_failed,representation_ceiling,False,78,94,3289,True,750,18,7,14,1,39,35
gemini-3.5-flash-lite,0b17323b,both_correct,none,True,23,59,2179,True,278,10,3,3,1,12,8
gemini-3.5-flash-lite,0bb8deee,semantic_recovery,none,True,108,145,5500,True,1489,13,17,23,5,59,44
gemini-3.5-flash-lite,0becf7df,both_failed,representation_ceiling,False,24,95,5238,True,275,10,2,3,1,4,8
gemini-3.5-flash-lite,0c786b71,semantic_recovery,none,True,8,26,1374,True,80,8,1,0,1,4,2
gemini-3.5-flash-lite,0c9aba6e,both_failed,representation_ceiling,False,19,26,906,True,179,10,3,2,1,7,7
gemini-3.5-flash-lite,0d87d2a6,both_failed,spurious_overfitting,False,50,132,7104,True,585,14,14,7,1,20,24
gemini-3.5-flash-lite,0e671a1a,both_failed,representation_ceiling,False,29,47,1440,True,379,11,5,5,1,16,11
gemini-3.5-flash-lite,0f63c0b9,both_failed,representation_ceiling,False,44,141,6086,True,454,12,6,6,1,25,18
gemini-3.5-flash-lite,103eff5b,both_failed,representation_ceiling,False,35,51,1984,True,438,14,8,4,1,14,16
gemini-3.5-flash-lite,11e1fe23,both_failed,spurious_overfitting,False,32,253,13565,True,440,12,3,2,1,23,6
gemini-3.5-flash-lite,12422b43,both_correct,none,True,17,292,16741,True,195,11,3,1,1,9,5
gemini-3.5-flash-lite,12997ef3,both_failed,representation_ceiling,False,48,61,2058,True,603,15,8,6,1,25,16
gemini-3.5-flash-lite,12eac192,both_failed,representation_ceiling,False,36,46,1904,True,447,15,8,7,1,16,21
gemini-3.5-flash-lite,136b0064,both_failed,spurious_overfitting,False,52,87,3688,True,443,9,1,4,1,5,9
gemini-3.5-flash-lite,13713586,both_failed,representation_ceiling,False,59,72,2574,True,670,16,15,9,1,30,31
gemini-3.5-flash-lite,137f0df0,both_correct,none,True,110,196,7928,True,1435,14,36,11,1,53,59
gemini-3.5-flash-lite,140c817e,both_correct,none,True,29,125,6027,True,319,11,8,4,1,14,13
gemini-3.5-flash-lite,14754a24,both_failed,representation_ceiling,False,43,74,3427,True,377,12,8,11,1,13,23
gemini-3.5-flash-lite,15113be4,both_failed,representation_ceiling,False,47,64,2553,True,694,16,12,5,1,23,20
gemini-3.5-flash-lite,15663ba9,both_failed,representation_ceiling,False,50,75,3014,True,576,15,7,7,1,24,17
gemini-3.5-flash-lite,15696249,both_failed,spurious_overfitting,False,32,73,2876,True,397,12,6,3,1,18,11
gemini-3.5-flash-lite,16b78196,both_failed,representation_ceiling,False,56,70,2342,True,620,14,10,6,1,26,19
gemini-3.5-flash-lite,17b80ad2,semantic_recovery,none,True,24,35,1088,True,205,12,5,4,1,9,10
gemini-3.5-flash-lite,17cae0c1,both_correct,none,True,34,179,6430,True,303,15,6,7,2,8,15
gemini-3.5-flash-lite,18419cfa,both_failed,representation_ceiling,False,64,78,4013,True,764,18,11,11,1,31,26
gemini-3.5-flash-lite,184a9768,both_failed,representation_ceiling,False,57,69,1867,True,589,13,24,5,1,25,33
gemini-3.5-flash-lite,195ba7dc,semantic_recovery,none,True,24,32,1033,True,244,10,3,2,1,12,7
gemini-3.5-flash-lite,1990f7a8,semantic_recovery,none,True,90,273,12319,True,1108,16,14,6,1,48,26
gemini-3.5-flash-lite,19bb5feb,both_correct,none,True,29,53,1935,True,365,12,3,5,1,18,14
gemini-3.5-flash-lite,1a2e2828,both_correct,none,True,20,65,2367,True,293,12,4,4,1,6,13
gemini-3.5-flash-lite,1a6449f1,both_failed,representation_ceiling,False,29,60,3231,True,415,15,6,3,1,14,11
gemini-3.5-flash-lite,1acc24af,both_failed,representation_ceiling,False,50,99,4869,True,694,14,10,5,2,25,20
gemini-3.5-flash-lite,1c02dbbe,semantic_recovery,none,True,68,229,12118,True,1076,11,9,8,1,51,25
gemini-3.5-flash-lite,1c0d0a4b,both_correct,none,True,15,71,2893,True,189,14,4,2,1,6,8
gemini-3.5-flash-lite,1c56ad9f,both_failed,spurious_overfitting,False,48,84,3148,True,553,14,9,3,1,25,15
gemini-3.5-flash-lite,1d0a4b61,both_failed,representation_ceiling,False,23,48,2084,True,256,12,5,2,1,14,8
gemini-3.5-flash-lite,1d398264,both_failed,spurious_overfitting,False,67,119,4574,True,1015,10,6,4,1,31,14
gemini-3.5-flash-lite,1da012fc,both_failed,representation_ceiling,False,59,81,3309,True,775,16,16,6,2,22,28
gemini-3.5-flash-lite,1e81d6f9,semantic_recovery,none,True,23,228,14574,True,238,13,5,6,1,7,13
gemini-3.5-flash-lite,1e97544e,both_failed,representation_ceiling,False,70,139,6870,True,653,14,10,12,1,37,25
gemini-3.5-flash-lite,2037f2c7,both_failed,representation_ceiling,False,97,279,14744,True,1162,14,18,12,1,47,38
gemini-3.5-flash-lite,2072aba6,both_correct,none,True,12,15,452,True,154,14,4,1,1,5,6
gemini-3.5-flash-lite,20818e16,both_failed,representation_ceiling,False,74,110,4097,True,767,14,9,7,1,38,21
gemini-3.5-flash-lite,20981f0e,both_failed,representation_ceiling,False,40,59,2089,True,426,12,8,6,1,18,15
gemini-3.5-flash-lite,212895b5,both_failed,representation_ceiling,False,38,58,2972,True,603,14,4,5,1,19,21
gemini-3.5-flash-lite,21f83797,both_correct,none,True,28,43,1253,True,320,10,6,2,1,17,9
gemini-3.5-flash-lite,22a4bbc2,semantic_recovery,none,True,21,125,5309,True,212,12,5,3,1,9,10
gemini-3.5-flash-lite,25094a63,both_failed,representation_ceiling,False,49,91,3823,True,487,14,11,13,1,20,27
gemini-3.5-flash-lite,2546ccf6,both_failed,spurious_overfitting,False,61,270,15933,True,738,14,9,8,3,33,21
gemini-3.5-flash-lite,256b0a75,both_failed,representation_ceiling,False,96,119,4365,True,1006,14,23,21,1,44,54
gemini-3.5-flash-lite,2685904e,both_correct,none,True,23,70,3014,True,230,10,5,4,1,11,10
gemini-3.5-flash-lite,2697da3f,both_failed,representation_ceiling,False,25,138,7210,True,395,11,2,1,1,20,4
gemini-3.5-flash-lite,2753e76c,both_failed,representation_ceiling,False,60,132,5600,True,654,15,8,3,1,33,15
gemini-3.5-flash-lite,27a77e38,semantic_recovery,none,True,26,147,7245,True,253,11,3,4,1,14,8
gemini-3.5-flash-lite,27f8ce4f,both_correct,none,True,22,275,14463,True,219,12,8,2,1,9,11
gemini-3.5-flash-lite,281123b4,semantic_recovery,none,True,61,80,4238,True,1141,16,11,11,1,19,24
gemini-3.5-flash-lite,292dd178,semantic_recovery,none,True,65,99,4761,True,827,15,14,11,1,28,32
gemini-3.5-flash-lite,29700607,semantic_recovery,none,True,43,73,3382,True,451,12,11,6,1,18,19
gemini-3.5-flash-lite,2a5f8217,semantic_recovery,none,True,51,64,2719,True,754,14,10,5,1,29,20
gemini-3.5-flash-lite,2b01abd0,both_correct,none,True,95,228,11805,True,1078,15,15,18,1,45,42
gemini-3.5-flash-lite,2c0b0aff,both_failed,representation_ceiling,False,33,54,2325,True,493,14,5,2,1,21,10
gemini-3.5-flash-lite,2c737e39,both_failed,spurious_overfitting,False,40,66,3053,True,496,13,7,6,1,21,18
gemini-3.5-flash-lite,2f0c5170,both_failed,representation_ceiling,False,70,115,5044,True,706,14,10,8,1,33,22
gemini-3.5-flash-lite,310f3251,semantic_recovery,none,True,21,96,4875,True,258,13,8,2,1,9,11
gemini-3.5-flash-lite,3194b014,semantic_recovery,none,True,30,108,5235,True,344,11,3,5,1,17,10
gemini-3.5-flash-lite,319f2597,semantic_recovery,none,True,32,88,4920,True,337,13,4,6,1,9,15
gemini-3.5-flash-lite,31adaf00,both_failed,representation_ceiling,False,43,78,3774,True,424,15,12,12,1,14,28
gemini-3.5-flash-lite,31d5ba1a,both_correct,none,True,15,76,3042,True,131,10,2,1,1,6,4
gemini-3.5-flash-lite,32e9702f,semantic_recovery,none,True,31,121,7137,True,307,12,5,6,1,15,12
gemini-3.5-flash-lite,332efdb3,both_correct,none,True,13,13,354,True,113,10,2,1,1,4,5
gemini-3.5-flash-lite,3391f8c0,both_failed,representation_ceiling,False,92,133,6062,True,1070,14,14,10,1,48,29
gemini-3.5-flash-lite,33b52de3,both_failed,representation_ceiling,False,52,84,3864,True,765,15,12,7,1,21,24
gemini-3.5-flash-lite,3490cc26,both_failed,representation_ceiling,False,68,91,3930,True,784,15,20,14,1,27,41
gemini-3.5-flash-lite,34b99a2b,both_correct,none,True,13,75,2542,True,125,11,2,1,1,4,4
gemini-3.5-flash-lite,351d6448,both_failed,spurious_overfitting,False,55,67,2370,True,555,12,9,12,1,25,22
gemini-3.5-flash-lite,358ba94e,both_failed,representation_ceiling,False,38,61,2770,True,558,14,6,4,1,21,14
gemini-3.5-flash-lite,37d3e8b2,both_failed,representation_ceiling,False,75,98,4013,True,999,14,13,10,1,42,33
gemini-3.5-flash-lite,3979b1a8,semantic_recovery,none,True,53,87,3136,True,583,13,9,6,1,24,16
gemini-3.5-flash-lite,3a301edc,both_failed,representation_ceiling,False,59,91,3469,True,621,12,8,19,1,32,29
gemini-3.5-flash-lite,3b4c2228,semantic_recovery,none,True,47,81,3524,True,576,17,10,7,2,19,22
gemini-3.5-flash-lite,3d31c5b3,both_failed,representation_ceiling,False,15,49,2314,True,153,12,3,1,1,9,5
gemini-3.5-flash-lite,3ed85e70,both_failed,representation_ceiling,False,22,47,2504,True,377,15,6,5,1,5,16
gemini-3.5-flash-lite,3ee1011a,both_correct,none,True,52,308,16089,True,705,12,6,4,1,28,15
gemini-3.5-flash-lite,3f23242b,both_correct,none,True,26,106,5179,True,344,11,6,2,1,15,9
gemini-3.5-flash-lite,40f6cd08,both_failed,representation_ceiling,False,82,112,5050,True,1017,16,14,7,1,40,27
gemini-3.5-flash-lite,414297c0,both_failed,representation_ceiling,False,60,85,3408,True,739,14,10,7,1,35,22
gemini-3.5-flash-lite,423a55dc,semantic_recovery,none,True,24,30,881,True,279,11,4,8,1,13,13
labs-leanstral-1-5-1,00576224,both_failed,representation_ceiling,False,10,11,357,True,89,9,2,1,1,3,4
labs-leanstral-1-5-1,009d5c81,both_failed,representation_ceiling,False,44,59,2201,True,419,16,8,14,1,11,27
labs-leanstral-1-5-1,00dbd492,both_failed,representation_ceiling,False,51,67,2120,True,518,13,9,10,1,18,24
labs-leanstral-1-5-1,03560426,both_failed,representation_ceiling,False,35,56,1997,True,528,13,6,5,1,19,13
labs-leanstral-1-5-1,05a7bcf2,both_failed,representation_ceiling,False,21,29,754,True,208,13,3,6,1,7,12
labs-leanstral-1-5-1,0607ce86,both_failed,representation_ceiling,False,31,48,1439,True,346,12,6,6,1,12,13
labs-leanstral-1-5-1,0692e18c,both_failed,representation_ceiling,False,63,87,3424,True,1213,13,8,24,1,26,53
labs-leanstral-1-5-1,070dd51e,both_failed,representation_ceiling,False,2,3,361,False,0,0,0,0,0,0,1
labs-leanstral-1-5-1,08573cc6,both_failed,representation_ceiling,False,27,36,1245,True,329,13,7,6,1,8,17
labs-leanstral-1-5-1,0934a4d8,both_failed,representation_ceiling,False,23,32,822,True,239,10,4,3,1,10,10
labs-leanstral-1-5-1,09c534e7,both_failed,representation_ceiling,False,43,59,1891,True,535,13,7,8,1,18,19
labs-leanstral-1-5-1,0a1d4ef5,both_failed,representation_ceiling,False,51,76,3031,True,662,15,9,9,1,21,23
labs-leanstral-1-5-1,0a2355a6,both_failed,representation_ceiling,False,42,60,2366,True,543,15,5,6,1,26,16
labs-leanstral-1-5-1,0b17323b,both_failed,representation_ceiling,False,13,21,1777,False,0,0,0,0,0,0,1
labs-leanstral-1-5-1,0bb8deee,both_failed,representation_ceiling,False,56,79,2919,True,717,12,14,9,1,23,27
labs-leanstral-1-5-1,0becf7df,both_failed,representation_ceiling,False,30,42,1484,True,345,14,5,8,1,12,15
labs-leanstral-1-5-1,0c786b71,both_correct,none,True,11,113,4950,True,123,10,2,0,1,5,3
labs-leanstral-1-5-1,0c9aba6e,both_failed,representation_ceiling,False,19,26,674,True,132,10,3,3,1,5,7
labs-leanstral-1-5-1,0d87d2a6,both_failed,representation_ceiling,False,29,41,1598,True,449,15,6,3,1,16,13
labs-leanstral-1-5-1,0e671a1a,both_failed,representation_ceiling,False,19,28,888,True,195,10,5,3,1,4,9
labs-leanstral-1-5-1,0f63c0b9,both_failed,representation_ceiling,False,20,32,1084,True,248,12,5,3,1,7,9
labs-leanstral-1-5-1,103eff5b,both_failed,representation_ceiling,False,41,69,1909,True,425,11,4,8,1,22,14
labs-leanstral-1-5-1,11e1fe23,both_failed,representation_ceiling,False,18,29,1014,True,233,12,5,3,1,4,9
labs-leanstral-1-5-1,12422b43,both_failed,representation_ceiling,False,40,59,2056,True,487,12,9,4,1,20,14
labs-leanstral-1-5-1,12997ef3,both_failed,representation_ceiling,False,26,37,1016,True,274,11,5,4,1,11,11
labs-leanstral-1-5-1,12eac192,both_failed,representation_ceiling,False,19,27,1579,False,0,0,0,0,0,0,1
labs-leanstral-1-5-1,136b0064,both_failed,representation_ceiling,False,55,91,3213,True,697,13,10,6,1,32,17
labs-leanstral-1-5-1,13713586,both_failed,representation_ceiling,False,36,52,1965,True,516,14,8,4,1,19,16
labs-leanstral-1-5-1,137f0df0,both_failed,representation_ceiling,False,57,75,2635,True,608,16,7,13,1,23,28
labs-leanstral-1-5-1,140c817e,both_failed,representation_ceiling,False,31,46,1254,True,325,11,8,3,1,11,14
labs-leanstral-1-5-1,14754a24,both_failed,representation_ceiling,False,39,49,2176,True,419,16,5,7,1,14,16
labs-leanstral-1-5-1,15113be4,both_failed,representation_ceiling,False,22,31,976,True,235,13,3,6,1,10,12
labs-leanstral-1-5-1,15663ba9,both_failed,representation_ceiling,False,33,36,1342,True,364,15,4,8,1,14,15
labs-leanstral-1-5-1,15696249,both_failed,representation_ceiling,False,24,35,1266,True,319,12,6,3,1,10,11
labs-leanstral-1-5-1,16b78196,both_failed,representation_ceiling,False,22,30,993,True,278,13,5,5,1,8,14
labs-leanstral-1-5-1,17b80ad2,both_failed,representation_ceiling,False,31,45,1629,True,351,17,5,8,1,12,17
labs-leanstral-1-5-1,17cae0c1,both_correct,none,True,41,640,25612,True,456,12,4,5,1,14,15
labs-leanstral-1-5-1,18419cfa,both_failed,representation_ceiling,False,45,62,1935,True,481,11,11,10,1,12,23
labs-leanstral-1-5-1,184a9768,both_failed,representation_ceiling,False,36,48,1768,True,486,15,7,5,1,17,16
labs-leanstral-1-5-1,195ba7dc,both_failed,representation_ceiling,False,17,31,1104,True,143,12,3,2,1,5,6
labs-leanstral-1-5-1,1990f7a8,both_failed,representation_ceiling,False,46,64,2008,True,503,12,7,8,1,19,19
labs-leanstral-1-5-1,19bb5feb,both_failed,representation_ceiling,False,55,74,2378,True,646,13,6,8,1,29,17
